transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar
0x1279f6bee23569bae37cd0fb790a23bd73968657a42863c912bc232ecf2be9f6,78,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,19843340,94945,,,1,9894280658,,,,
0x0754c8383933ce7d06a0f6ab9133e1f48c6457ce6fd23a0a9af3ac834daf05f5,79,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,20350264,506924,,,1,9894280658,,,,
0xec76d01a23e1dffc95348b9b78be5b2380099a72c29c34fc4433289e349c442b,80,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,20445209,94945,,,1,9894280658,,,,
0x48c01c3907081f0822b410e0e6e6c81ebdeb3ca6d7843e0976eac9dab68ad966,81,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,20942678,497469,,,1,9894280658,,,,
0x343a29ebef8b1aeb14cb9bc6bf6eefe56bc6158b16256f03de577d9a90faec3e,82,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,20991502,48824,,,1,9894280658,,,,
0x0b0a9c6c0776163086a53bfa8353f7f0f638667d888e45cff373c397b5e8a4a7,83,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,21040326,48824,,,1,9894280658,,,,
0x63b76feeb65ce58da420f7de02cfcda0833c6e051ecf3e9c4393afae789e7eea,84,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,21086618,46292,,,1,9530397155,,,,
0x7c1a63b61ff194f6c91ce1432ac1b7341eead035f018778c80a27e28164f0c96,85,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,21400030,313412,,,1,9530397155,,,,
0x8303650229aba2e72a4ad976e31eb5c1e718a04421036142c40e38381be0dca7,86,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,21569944,169914,,,1,9530397155,,,,
0x37fd9353ccce563a9c5f0bb1df59ff6fa73dec8e7be3989690939d021bc73c20,87,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,21618768,48824,,,1,9530397155,,,,
0x5d6d3ef00beb5deceac6804f4dbfeb9c2b07acad0b8afd00153046598e9c27a2,88,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,22127437,508669,,,1,9530397155,,,,
0x0fa1c5af6990c9b7542ce69ef00c5feb1363a7bcaefbba4c83b67b32852de63f,89,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,22173717,46280,,,1,9530397155,,,,
0xd7b4525218f115f63afeb9726e137301a6d38241329ee03be975dd82cc582dc6,90,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,22222541,48824,,,1,9530397155,,,,
0x848012eb815c15648075dd76a7f5964ec43ef7324a9c9c3bd7b029c59d34adf6,91,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,22268833,46292,,,1,9530397155,,,,
0xed0cc5a4c40de8918475c8bbc01963558dada23f1c9932fcdc4cc542ee1e46c6,92,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,22775757,506924,,,1,9530397155,,,,
0x96f2ba819e7e67b770903a13310f46eb499fe71b9b2c17b64bbe5cbdb176e54b,93,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,23049291,273534,,,1,9530397155,,,,
0x46d1f53948d96bb93b9affc437e1174286b9a7eb0504553a3bfd4b10bd740af6,94,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,23556215,506924,,,1,9530397155,,,,
0x8ee80ac4c5d1ded34738cd5fecfeb87987c4b8dab246ad1faa0854958e7584f7,95,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,23577215,21000,,,1,9394280658,,,,
0xe3602fba37250c1a09102a4758775c1b427fab39398aee12caf12cb42d13b57f,96,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,23598215,21000,,,1,9394280658,,,,
0x700f249b0947f6d2270c67e34d1fc6a7c331e1d58671cda8e8084dc39d9a8923,97,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,23619215,21000,,,1,9394280658,,,,
0xf43ef31a9defc20e6f55804ec06dc6dd25070d10a1bb1cc4b8756a04e78a310e,98,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,24371440,752225,,,1,9394280658,,,,
0x1023bbfff5a6708165111505091b3ccc3272f1f03ffaf37169cb3460c5873339,99,0x42b26249064907e3ccb55526d089efa39c5012f24e575543305fd277835efbfd,4863390,24392440,21000,,,1,9394280658,,,,
